transaction_id,account_id,amount,transaction_date,merchant_id
1578,483,181.11,2023-01-06,11
1579,206,-102.28,2023-08-30,20
1580,269,-258.68,2022-09-04,16
1581,209,671.66,2023-04-21,13
1582,363,427.53,2022-02-07,19
1583,539,493.96,2023-05-02,17
1584,267,711.91,2023-08-19,19
1585,344,584.73,2022-07-16,19
1586,506,62.78,2023-08-10,15
1587,332,189.38,2022-03-10,12
1588,432,-361.47,2022-12-27,10
1589,476,657.91,2022-03-10,19
1590,591,-314.77,2022-08-29,13
1591,667,240.57,2022-07-30,20
1592,223,-364.6,2023-03-01,10
1593,541,793.51,2023-03-28,12
1594,442,58.23,2023-09-28,13
1595,573,501.67,2022-06-23,15
1596,391,118.11,2023-10-04,20
1597,330,-362.64,2023-09-30,13
1598,375,517.67,2023-04-15,17
1599,275,557.12,2022-08-04,17
1600,565,357.05,2022-12-22,18
1601,592,255.0,2022-07-06,10
1602,442,297.35,2023-11-01,15
1603,691,943.35,2023-10-31,13
1604,401,-323.51,2022-05-22,19
1605,292,321.76,2022-10-16,10
1606,291,-128.76,2023-01-18,14
1607,125,589.36,2022-05-17,16
1608,611,-241.05,2022-02-09,15
1609,340,-365.7,2023-03-04,15
1610,189,969.57,2022-07-25,19
1611,146,442.03,2022-02-03,14
1612,396,382.04,2023-02-27,12
1613,654,872.23,2023-12-13,19
1614,688,623.48,2023-07-06,14
1615,264,977.44,2022-06-17,10
1616,225,889.45,2023-06-28,20
1617,215,-310.52,2023-03-20,13
1618,383,-123.61,2022-12-20,19
1619,477,-451.27,2022-02-16,13
1620,653,935.45,2023-04-10,10
1621,342,-424.0,2022-07-19,10
1622,345,17.82,2023-09-15,12
1623,325,37.81,2023-05-17,17
1624,609,15.84,2023-02-15,15
1625,466,913.68,2023-05-18,11
1626,533,-188.58,2023-07-11,12
1627,211,268.22,2023-03-25,10
1628,564,641.97,2023-08-18,11
1629,693,-366.41,2022-03-28,10
1630,414,-367.85,2023-07-11,15
1631,238,667.64,2023-01-05,12
1632,469,784.23,2023-03-21,16
1633,665,752.14,2022-11-20,10
1634,512,-9.96,2022-12-29,11
1635,274,-224.78,2023-07-23,11
1636,184,558.53,2022-04-20,14
1637,527,596.61,2023-08-15,13
1638,412,333.86,2023-07-02,20
1639,410,78.26,2023-01-15,16
1640,443,-9.48,2022-02-08,20
1641,616,961.83,2023-12-22,19
1642,674,386.43,2022-03-21,11
1643,234,364.49,2023-09-16,16
1644,560,-157.45,2022-11-14,13
1645,341,462.29,2022-01-19,15
1646,298,741.29,2022-02-11,13
1647,633,-179.68,2022-05-18,18
1648,277,-477.69,2023-01-04,15
1649,538,204.52,2023-03-03,15
1650,538,855.65,2022-08-24,11
1651,284,-249.18,2022-12-19,12
1652,487,493.43,2022-05-09,18
1653,376,649.36,2022-03-23,10
1654,515,624.46,2022-10-14,15
1655,495,918.64,2022-12-16,19
1656,196,159.66,2022-04-17,15
1657,526,-108.87,2022-09-11,16
1658,404,-255.35,2022-07-20,17
1659,360,880.72,2022-08-29,17
1660,455,-72.13,2023-08-17,15
1661,686,545.21,2023-12-02,15
1662,511,-370.02,2023-10-28,11
1663,648,-350.44,2022-08-18,17
1664,269,-20.95,2023-10-02,12
1665,284,614.47,2023-12-05,14
1666,548,-217.77,2023-08-14,16
1667,525,-340.34,2022-03-04,19
1668,469,-84.21,2022-03-18,10
1669,354,128.25,2022-04-02,19
1670,654,580.97,2022-09-10,19
1671,502,865.45,2022-08-13,11
1672,309,-260.67,2022-07-05,20
1673,452,-164.02,2022-09-14,17
1674,686,610.28,2022-01-11,10
1675,662,949.16,2022-05-18,18
1676,164,844.03,2023-04-13,20
1677,443,349.26,2022-04-01,19
1678,124,48.59,2022-12-19,13
1679,574,274.99,2022-12-11,16
1680,649,-310.7,2023-10-09,20
1681,613,993.45,2023-10-03,17
1682,328,-111.43,2023-06-11,20
1683,403,-239.26,2022-05-03,11
1684,165,431.59,2022-07-24,13
1685,395,502.32,2022-07-28,12
1686,586,9.78,2023-03-29,17
1687,393,203.11,2022-11-11,19
1688,170,591.73,2023-03-27,12
1689,277,122.2,2022-02-13,20
1690,375,-395.03,2022-03-02,18
1691,594,479.17,2023-04-15,15
1692,116,678.52,2023-05-23,14
1693,337,583.51,2023-10-29,19
1694,216,985.16,2023-06-01,14
1695,395,925.78,2023-01-01,17
1696,696,549.36,2022-08-31,20
1697,673,44.13,2022-03-21,17
1698,287,-331.9,2022-10-08,17
1699,553,975.44,2023-11-18,18
1700,105,278.8,2022-07-01,15
1701,480,-418.13,2023-09-07,19
1702,290,998.0,2022-01-12,13
1703,358,117.27,2022-11-29,12
1704,636,237.42,2022-07-30,15
1705,665,386.27,2023-02-27,19
1706,474,388.14,2023-05-09,13
1707,277,-379.72,2023-10-10,10
1708,530,794.49,2023-10-12,20
1709,226,248.8,2022-05-12,12
1710,425,148.82,2023-09-30,16
1711,344,641.35,2023-04-20,16
1712,181,-172.91,2022-05-25,20
1713,666,702.43,2023-08-23,20
1714,229,746.37,2022-08-19,13
1715,643,891.47,2023-08-22,10
1716,427,593.19,2022-11-18,15
1717,511,750.39,2022-04-18,12
1718,400,-145.85,2023-10-30,16
1719,611,459.4,2022-08-23,11
1720,399,784.67,2022-05-31,13
1721,441,159.21,2023-07-26,15
1722,475,541.49,2023-01-22,11
1723,203,-232.11,2023-12-10,10
1724,206,-94.15,2022-02-18,19
1725,129,80.1,2023-10-30,20
1726,699,550.74,2022-01-15,20
1727,269,440.59,2023-07-30,18
1728,328,-16.11,2022-04-21,18
1729,371,-111.48,2023-01-25,11
1730,218,67.7,2022-09-24,11
1731,264,577.44,2022-04-13,19
1732,112,387.58,2022-12-04,16
1733,601,60.07,2023-04-17,16
1734,302,-359.94,2022-12-24,18
1735,187,943.16,2023-03-23,15
1736,138,327.76,2022-09-26,11
1737,688,-487.4,2023-07-07,20
1738,482,228.3,2023-01-01,19
1739,449,334.49,2022-02-13,15
1740,435,661.56,2023-03-17,16
1741,467,-217.69,2022-05-15,17
1742,201,-343.35,2023-01-16,18
1743,668,-17.05,2022-05-31,18
1744,525,81.73,2023-04-16,13
1745,346,466.12,2022-03-21,17
1746,385,611.71,2022-07-17,20
1747,233,526.25,2022-10-30,13
1748,390,439.11,2023-04-26,17
1749,165,554.11,2022-06-04,12
1750,540,-57.11,2023-06-02,13
1751,306,825.19,2023-09-19,10
1752,202,-385.85,2023-12-06,18
1753,144,450.78,2022-08-28,13
1754,316,48.83,2022-02-07,12
1755,465,-274.25,2022-05-04,13
1756,174,357.27,2023-06-25,18
1757,126,-330.6,2022-07-08,19
1758,523,669.63,2022-06-07,14
1759,511,-159.57,2022-07-19,20
1760,211,-79.54,2023-02-01,11
1761,461,458.27,2023-08-26,20
1762,657,550.4,2023-12-18,15
1763,692,974.68,2022-09-03,12
1764,330,-182.98,2022-03-24,17
1765,232,992.8,2023-09-21,13
1766,109,6.22,2022-02-28,15
1767,443,687.19,2022-08-28,14
1768,168,-491.28,2023-02-08,11
1769,685,867.43,2022-03-26,18
1770,626,761.61,2022-10-14,12
1771,209,915.16,2022-11-14,14
1772,417,-282.28,2022-07-15,11
1773,530,-361.77,2023-06-06,16
1774,451,62.69,2023-11-07,17
1775,608,-143.15,2023-03-02,16
1776,366,991.64,2022-06-12,15
1777,272,-381.2,2022-09-13,11
1778,543,686.42,2022-02-19,18
1779,409,-393.83,2023-12-09,13
1780,249,347.81,2022-12-01,19
1781,420,158.55,2022-12-13,18
1782,473,-139.53,2022-08-01,17
1783,251,324.39,2023-06-01,15
1784,474,-215.54,2022-11-16,14
1785,109,456.43,2022-01-15,12
1786,211,-279.81,2022-12-12,17
1787,212,913.16,2022-07-29,17
1788,339,911.65,2023-03-16,11
1789,624,321.76,2022-04-13,18
1790,435,536.31,2022-10-02,18
1791,656,540.26,2022-03-23,14
1792,677,-52.46,2022-11-12,18
1793,485,80.77,2022-07-13,14
1794,629,-204.94,2022-10-01,10
1795,662,-53.05,2023-12-03,16
1796,125,-18.85,2022-09-04,17
1797,464,-483.83,2022-01-17,16
1798,209,35.19,2022-12-22,12
1799,204,964.11,2022-01-24,11
1800,272,-56.58,2022-05-06,15
1801,482,695.63,2023-11-21,13
1802,188,117.15,2022-01-25,18
1803,124,833.34,2022-09-24,15
1804,198,172.54,2022-05-20,14
1805,429,982.75,2023-01-19,11
1806,440,880.23,2022-07-28,14
1807,118,-82.24,2022-02-23,11
1808,421,-463.66,2022-04-26,15
1809,537,302.74,2023-01-03,20
1810,294,513.31,2023-01-16,12
1811,169,32.22,2023-04-12,15
1812,634,58.27,2023-11-03,18
1813,217,124.73,2023-05-13,18
1814,514,-414.36,2022-06-19,16
1815,489,206.7,2023-03-07,12
1816,293,-493.64,2022-11-06,18
1817,535,470.02,2022-01-02,11
1818,528,522.14,2022-05-12,18
1819,169,109.65,2023-10-06,17
1820,159,441.99,2023-12-25,10
1821,562,208.55,2022-09-21,20
1822,565,76.72,2023-12-14,15
1823,330,592.67,2022-01-13,19
1824,156,400.45,2022-05-31,11
1825,543,435.04,2022-12-19,11
1826,326,611.86,2023-06-08,19
1827,175,746.83,2022-06-01,19
1828,460,-122.96,2023-09-03,13
1829,130,-53.45,2023-07-14,15
1830,184,363.7,2023-10-17,11
1831,595,-239.28,2022-01-07,17
1832,659,-1.86,2023-12-20,20
1833,385,647.51,2023-08-28,20
1834,629,132.74,2022-03-15,19
1835,114,463.1,2022-06-22,11
1836,207,486.51,2022-05-29,17
1837,369,470.95,2023-10-16,18
1838,375,-360.03,2023-06-27,14
1839,262,760.78,2022-12-14,14
1840,371,-43.09,2022-04-07,11
1841,658,998.71,2022-07-18,19
1842,364,389.24,2023-11-19,17
1843,547,529.46,2022-06-01,12
1844,488,768.38,2023-07-14,20
1845,420,521.92,2023-06-18,17
1846,165,-206.37,2022-06-25,11
1847,459,444.1,2022-02-14,15
1848,392,-378.64,2022-08-07,16
1849,566,-209.72,2022-11-19,17
1850,313,575.81,2022-11-24,10
1851,576,381.81,2022-04-05,16
1852,203,809.57,2023-12-11,20
1853,203,-403.29,2023-06-15,20
1854,171,372.25,2023-11-17,13
1855,644,-489.65,2022-10-23,17
1856,417,28.12,2023-09-24,13
1857,335,-221.89,2023-12-01,14
1858,141,580.98,2023-03-15,17
1859,415,802.85,2023-08-24,16
1860,253,161.46,2022-02-04,13
1861,656,-138.23,2022-07-07,15
1862,298,-72.43,2022-05-08,13
1863,433,656.51,2023-10-25,10
1864,672,-9.66,2023-03-02,13
1865,156,-288.92,2022-04-30,12
1866,116,185.71,2023-09-09,19
1867,688,148.89,2022-01-14,20
1868,244,-406.31,2023-05-28,20
1869,463,257.79,2023-10-03,13
1870,647,-325.73,2022-11-14,17
1871,684,531.93,2023-12-19,11
1872,491,431.23,2022-09-24,17
1873,303,324.74,2023-11-28,15
1874,442,999.75,2022-12-03,15
1875,419,-255.13,2022-03-18,10
1876,260,949.44,2022-08-13,10
1877,602,-177.64,2023-12-30,16
1878,679,671.51,2023-05-25,12
1879,586,537.19,2022-07-06,19
1880,498,494.5,2022-11-25,12
1881,625,-482.05,2023-10-09,11
1882,537,293.15,2022-12-24,14
1883,379,-485.34,2023-04-08,10
1884,560,665.54,2022-01-20,19
1885,433,198.39,2023-04-11,19
1886,666,-155.04,2023-07-19,11
1887,685,984.38,2022-11-18,10
1888,625,715.78,2022-05-08,16
1889,667,339.8,2023-04-14,15
1890,351,787.0,2022-01-24,16
1891,591,489.43,2024-01-01,10
1892,466,-495.59,2022-03-14,20
1893,259,-379.96,2022-09-05,20
1894,275,448.19,2023-08-27,12
1895,149,-91.1,2022-02-28,10
1896,504,-293.57,2023-06-22,18
1897,564,-397.3,2023-01-17,20
1898,168,531.23,2023-04-27,12
1899,409,-80.87,2023-09-14,10
1900,468,-267.13,2023-12-18,15
1901,289,703.48,2022-05-27,17
1902,571,-474.63,2022-07-11,19
1903,513,79.02,2022-03-18,11
1904,587,-272.59,2022-01-21,16
1905,442,762.27,2022-04-08,14
1906,498,327.65,2023-06-29,18
1907,216,577.0,2022-06-13,19
1908,274,-329.49,2022-12-11,10
1909,606,-119.73,2022-06-11,17
1910,492,-87.94,2022-08-28,19
1911,379,176.48,2023-12-10,19
1912,389,16.55,2023-10-25,14
1913,388,832.44,2023-08-14,20
1914,269,22.69,2022-12-24,11
1915,262,-7.38,2023-02-03,12
1916,396,351.33,2023-02-17,13
1917,247,-146.09,2022-01-19,18
1918,564,-213.41,2023-10-14,12
1919,145,121.27,2023-11-26,15
1920,550,-33.55,2023-07-28,14
1921,373,62.3,2023-08-29,14
1922,577,153.69,2023-05-04,10
1923,402,468.27,2023-10-10,13
1924,214,682.68,2022-09-05,17
1925,404,588.36,2024-01-01,16
1926,520,161.49,2022-06-09,14
1927,607,-96.22,2023-11-28,15
1928,340,912.15,2022-03-13,14
1929,292,929.51,2023-07-17,20
1930,486,718.84,2023-05-25,10
1931,544,-101.82,2022-12-15,17
1932,339,763.67,2023-09-18,14
1933,227,722.29,2023-05-24,11
1934,681,-111.08,2023-02-26,19
1935,496,379.65,2023-01-22,20
1936,176,356.78,2022-04-15,10
1937,396,-395.65,2023-10-29,15
1938,291,924.17,2023-01-30,17
1939,460,948.94,2023-04-01,17
1940,279,163.25,2023-12-30,20
1941,261,-18.64,2023-08-20,11
1942,622,212.13,2023-11-10,18
1943,130,429.91,2023-10-27,11
1944,586,-436.35,2023-06-21,15
1945,483,573.8,2023-05-27,18
1946,374,901.83,2022-01-21,14
1947,527,10.94,2022-12-05,20
1948,466,-233.49,2023-09-09,13
1949,441,876.15,2023-06-13,20
1950,547,-71.1,2022-03-14,12
1951,446,421.49,2023-04-28,12
1952,294,-213.37,2023-01-14,11
1953,331,980.02,2023-01-17,12
1954,234,896.93,2022-07-20,11
1955,381,820.7,2023-06-04,12
1956,279,-376.24,2022-09-29,11
1957,672,-311.43,2022-01-21,10
1958,560,121.85,2022-06-20,11
1959,129,763.5,2023-06-04,12
1960,651,-175.95,2022-04-04,19
1961,447,-295.96,2023-04-25,12
1962,492,135.26,2023-03-25,15
1963,131,59.3,2023-02-14,15
1964,571,426.83,2022-08-29,20
1965,477,956.16,2022-05-07,14
1966,637,408.23,2023-01-20,18
1967,366,923.46,2023-01-11,10
1968,277,939.34,2022-10-20,20
1969,404,-314.02,2023-08-29,19
1970,355,32.73,2022-01-25,20
1971,617,742.83,2023-08-12,20
1972,459,79.7,2022-04-12,15
1973,257,-462.81,2023-10-31,13
1974,217,189.58,2023-02-08,15
1975,391,-466.33,2022-04-23,20
1976,164,-52.56,2022-01-19,12
1977,196,33.43,2023-08-02,17
1978,668,438.94,2023-07-03,10
1979,407,185.6,2023-08-09,18
1980,364,328.38,2022-02-23,20
1981,571,-366.11,2023-07-22,20
1982,440,998.34,2022-08-29,17
1983,649,754.3,2022-01-23,16
1984,402,656.32,2023-03-04,19
1985,510,-16.1,2023-04-06,11
1986,688,18.65,2022-07-04,11
1987,518,-39.1,2023-09-24,12
1988,243,-392.94,2022-06-18,15
1989,698,18.05,2023-10-29,19
1990,488,976.9,2022-04-12,15
1991,524,-209.75,2023-05-25,18
1992,568,-182.84,2022-05-06,15
1993,639,-177.18,2023-03-03,20
1994,170,-101.5,2023-10-15,16
1995,247,345.23,2022-06-04,19
1996,385,-72.41,2022-11-02,13
1997,496,-141.42,2022-07-12,18
1998,601,717.47,2022-11-03,19
1999,592,9.73,2022-10-15,15
2000,207,-172.05,2022-08-23,16
2001,224,11.17,2023-11-14,17
2002,371,961.25,2022-10-08,17
2003,424,-86.51,2023-03-13,16
2004,516,369.97,2022-09-17,16
2005,171,57.28,2023-10-12,14
2006,578,956.96,2022-12-04,19
2007,530,-468.39,2022-02-06,18
2008,568,399.88,2023-04-29,19
2009,194,161.11,2023-10-19,15
2010,698,359.67,2022-04-03,16
2011,292,980.42,2022-12-17,10
2012,250,498.55,2022-09-09,18
2013,168,-36.55,2023-06-12,17
2014,558,179.57,2022-01-02,11
2015,338,938.46,2023-10-03,17
2016,393,-469.77,2023-12-30,17
2017,288,13.21,2022-06-25,11
2018,418,570.67,2023-11-11,11
2019,577,-0.38,2022-06-02,18
2020,265,106.07,2022-10-21,17
2021,259,735.91,2022-09-21,17
2022,585,-230.8,2023-12-18,12
2023,436,-359.75,2022-10-10,12
2024,581,926.46,2023-12-17,14
2025,397,-79.9,2023-04-15,13
2026,107,443.54,2022-01-31,15
2027,331,-270.85,2022-05-27,10
2028,267,-90.6,2023-09-23,16
2029,226,-150.92,2023-08-10,15
2030,167,511.12,2022-06-23,15
2031,119,888.39,2022-02-10,12
2032,143,499.95,2023-02-17,17
2033,164,274.37,2022-09-14,10
2034,567,-340.22,2023-10-13,10
2035,186,134.95,2022-10-15,13
2036,344,-496.78,2023-02-03,18
2037,379,82.46,2022-08-15,19
2038,660,562.97,2022-08-31,11
2039,633,521.64,2023-05-19,17
2040,274,474.13,2022-02-13,12
2041,536,623.44,2023-08-29,16
2042,617,-276.83,2023-12-16,19
2043,244,-254.07,2022-10-15,14
2044,562,115.54,2022-04-19,18
2045,588,943.78,2023-10-16,13
2046,632,951.12,2023-12-21,10
2047,509,577.15,2023-07-22,14
2048,183,75.82,2022-01-10,14
2049,560,-115.39,2023-10-06,11
2050,239,109.89,2022-04-06,18
2051,192,-164.69,2023-05-05,19
2052,413,-475.09,2022-12-23,10
2053,683,503.83,2023-07-26,11
2054,216,440.91,2022-11-23,18
2055,486,673.44,2023-04-21,18
2056,343,-485.48,2022-04-28,16
2057,181,-118.14,2022-01-30,11
2058,523,130.09,2022-08-21,18
2059,639,-286.57,2022-05-27,14
2060,121,652.04,2022-08-15,16
2061,566,664.64,2022-09-09,15
2062,434,123.4,2022-01-21,17
2063,239,-136.72,2022-09-19,16
2064,434,-411.03,2023-10-31,11
2065,595,975.47,2023-11-22,14
2066,240,730.88,2022-05-16,20
2067,691,908.59,2022-11-30,12
2068,545,-131.56,2023-09-07,18
2069,533,794.84,2023-12-07,18
2070,463,-429.4,2023-01-09,15
2071,654,-175.27,2023-06-03,15
2072,105,639.53,2023-12-20,19
2073,222,-464.25,2023-04-05,13
2074,327,848.54,2023-04-19,13
2075,354,784.57,2023-06-25,16
2076,486,-6.96,2023-10-13,11
2077,292,-58.53,2023-02-25,11
2078,116,341.14,2023-04-20,19
2079,570,374.2,2022-05-15,16
2080,679,786.41,2022-12-24,18
2081,576,-450.14,2022-10-01,13
2082,158,-250.19,2023-08-16,12
2083,375,246.11,2022-03-18,15
2084,163,-397.47,2023-11-09,15
2085,590,-74.96,2022-01-09,10
2086,117,81.95,2022-03-17,18
2087,696,-406.94,2022-03-08,17
2088,462,214.44,2023-12-03,18
2089,281,-150.84,2022-08-05,20
2090,575,784.39,2023-10-09,17
2091,627,97.81,2022-02-09,14
2092,513,-288.74,2022-04-27,11
2093,578,698.22,2022-12-12,17
2094,567,604.61,2022-02-06,11
2095,206,-78.94,2022-05-13,14
2096,392,651.14,2023-03-10,10
2097,190,20.18,2022-07-31,16
2098,566,832.34,2022-04-26,16
2099,377,-265.43,2022-11-17,16
2100,645,972.14,2023-02-02,14
2101,313,973.66,2022-01-01,20
2102,186,515.29,2023-04-27,19
2103,543,207.22,2022-06-26,13
2104,375,-172.32,2022-04-24,18
2105,342,423.57,2023-02-23,12
2106,300,33.28,2022-05-14,11
2107,695,178.5,2022-12-02,13
2108,231,-365.08,2023-03-30,10
2109,249,-389.57,2022-12-07,17
2110,152,393.64,2023-09-30,12
2111,667,898.57,2023-11-10,16
2112,200,140.91,2022-02-27,16
2113,643,91.06,2023-04-14,12
2114,650,577.45,2023-06-21,19
2115,589,103.43,2022-03-27,17
2116,441,953.91,2022-10-06,16
2117,289,670.22,2022-02-26,20
2118,539,971.15,2023-02-26,17
2119,564,-446.79,2023-12-13,19
2120,196,490.61,2023-09-19,15
2121,245,351.79,2022-12-29,13
2122,520,432.53,2022-08-23,20
2123,135,125.66,2022-12-15,11
2124,201,303.77,2022-05-01,10
2125,171,196.0,2023-09-23,15
2126,237,-32.58,2022-05-19,16
2127,494,591.72,2022-04-24,15
2128,554,500.22,2023-01-14,18
2129,569,-5.67,2022-09-25,18
2130,277,883.29,2023-02-11,11
2131,329,659.71,2023-09-22,10
2132,472,761.77,2023-10-12,11
2133,406,546.62,2022-04-25,20
2134,592,594.99,2023-06-03,12
2135,563,291.46,2023-05-26,19
2136,328,162.77,2023-12-10,16
2137,351,687.87,2022-07-26,10
2138,161,-455.93,2023-02-04,17
2139,426,864.43,2022-02-28,18
2140,372,449.26,2022-08-16,19
2141,199,551.42,2023-03-26,15
2142,313,-239.24,2023-04-08,17
2143,673,962.55,2022-05-30,17
2144,505,-279.61,2023-10-27,17
2145,419,288.99,2023-03-02,14
2146,468,192.85,2022-02-05,13
2147,612,92.56,2023-05-07,10
2148,530,915.61,2022-02-23,11
2149,655,-195.09,2022-02-02,11
2150,169,960.95,2023-05-25,20
2151,549,668.94,2023-05-18,13
2152,628,-362.44,2023-02-06,17
2153,686,-342.15,2023-10-15,20
2154,244,519.24,2023-08-03,18
2155,571,883.4,2022-06-21,10
2156,215,159.29,2022-09-22,20
2157,519,-396.35,2023-09-07,16
2158,108,285.41,2022-05-05,17
2159,105,431.21,2022-07-19,18
2160,193,-51.44,2023-04-22,20
2161,370,713.98,2022-04-15,20
2162,228,409.94,2023-07-31,17
2163,325,428.29,2023-04-12,19
2164,115,-250.29,2022-04-23,11
2165,248,824.93,2023-02-02,17
2166,233,271.78,2022-02-08,15
2167,445,71.3,2022-08-31,20
2168,678,-215.69,2022-09-23,17
2169,278,151.57,2022-08-07,12
2170,454,180.05,2022-09-27,11
2171,112,-307.58,2022-01-10,18
2172,127,450.56,2023-07-24,11
2173,691,-102.53,2022-06-28,12
2174,101,-221.58,2023-01-10,14
2175,136,-482.9,2022-09-09,20
2176,283,460.44,2023-05-22,14
2177,563,195.2,2022-03-30,13
2178,189,779.86,2022-03-17,18
2179,679,423.39,2023-05-15,20
2180,503,-408.42,2023-06-30,14
2181,629,522.72,2022-09-27,11
2182,138,-400.56,2022-04-12,14
2183,124,568.4,2023-08-26,18
2184,617,82.9,2022-01-13,12
2185,398,-69.52,2022-08-16,20
2186,588,426.34,2022-03-26,14
2187,571,609.64,2023-05-03,20
2188,458,-166.65,2023-12-23,13
2189,122,-130.71,2023-12-17,13
2190,139,-419.31,2022-07-27,13
2191,447,-10.18,2023-04-06,18
2192,168,-295.59,2023-04-04,17
2193,550,991.19,2022-04-07,14
2194,619,-62.87,2022-05-13,14
2195,184,566.17,2023-03-06,14
2196,590,-57.9,2022-06-12,13
2197,314,848.01,2023-04-16,20
2198,148,995.15,2023-07-17,12
2199,446,122.01,2023-11-22,13
2200,274,838.46,2023-10-28,12
2201,187,184.7,2023-04-07,19
2202,329,356.45,2023-05-11,10
2203,407,-240.54,2023-12-19,14
2204,139,-195.77,2023-04-22,17
2205,364,822.72,2023-10-07,19
2206,109,453.03,2022-05-27,17
2207,169,826.98,2024-01-01,14
2208,408,228.85,2022-12-30,11
2209,678,-259.35,2022-08-08,17
2210,678,59.06,2023-09-29,13
2211,573,-44.37,2022-02-14,10
2212,353,501.35,2022-07-22,20
2213,275,31.46,2022-04-02,14
2214,230,145.94,2022-10-17,12
2215,270,37.45,2022-02-14,13
2216,220,-124.91,2022-05-14,20
2217,577,-204.2,2022-02-08,18
2218,523,198.26,2022-02-21,20
2219,595,-7.37,2023-05-04,14
2220,122,-229.12,2022-05-26,18
2221,654,987.6,2022-10-08,11
2222,687,251.02,2022-01-28,12
2223,356,1.97,2023-07-28,13
2224,500,962.5,2023-06-13,14
2225,339,271.18,2022-10-06,17
2226,392,-251.68,2022-11-10,16
2227,527,39.38,2023-05-26,10
2228,277,689.74,2022-08-07,17
2229,502,-420.81,2023-07-28,15
2230,480,-291.07,2023-08-27,13
2231,362,-305.17,2023-02-27,16
2232,494,-25.13,2022-05-20,14
2233,285,411.34,2022-08-05,12
2234,375,-138.77,2022-12-14,19
2235,198,14.41,2022-08-23,17
2236,343,-143.42,2023-12-01,12
2237,611,-469.5,2023-09-18,20
2238,182,-256.18,2022-12-19,16
2239,444,767.55,2022-03-22,17
2240,584,172.81,2023-11-10,16
2241,341,-407.48,2022-07-02,11
2242,364,93.16,2022-09-28,16
2243,645,353.24,2023-07-25,17
2244,539,484.06,2022-12-24,20
2245,381,-448.26,2023-08-04,15
2246,576,-133.25,2023-09-17,20
2247,138,623.43,2023-01-05,17
2248,615,694.9,2022-10-15,14
2249,320,-113.32,2023-10-18,15
2250,194,-235.83,2023-03-16,15
2251,414,924.63,2023-12-16,20
2252,680,-152.77,2022-07-28,16
2253,509,91.27,2023-02-12,20
2254,321,-168.64,2023-11-12,15
2255,613,360.93,2022-04-29,19
2256,406,839.28,2023-01-15,17
2257,210,143.44,2022-03-26,12
2258,270,370.87,2023-04-09,20
2259,643,81.93,2022-06-06,19
2260,364,-286.55,2022-04-13,15
2261,469,704.95,2022-12-23,16
2262,536,522.82,2022-07-29,18
2263,538,582.47,2023-10-08,13
2264,193,-253.05,2022-05-18,12
2265,417,694.03,2022-11-25,10
2266,447,-175.91,2022-01-22,15
2267,629,419.55,2022-07-23,19
2268,136,253.56,2022-08-05,10
2269,179,163.08,2022-11-12,20
2270,267,428.86,2023-11-07,18
2271,530,318.07,2022-07-23,20
2272,280,-292.96,2023-08-25,14
2273,314,-222.05,2022-01-18,13
2274,119,778.25,2023-05-30,18
2275,305,-56.36,2022-10-02,15
2276,463,-379.23,2023-04-07,16
2277,583,-221.67,2022-09-13,17
2278,587,-142.01,2023-05-21,16
2279,446,90.33,2022-03-23,18
2280,662,562.66,2023-10-26,11
2281,133,-289.89,2022-01-25,15
2282,288,141.85,2022-09-22,17
2283,353,-412.89,2022-01-11,10
2284,334,531.58,2022-03-22,20
2285,458,-9.34,2023-03-05,19
2286,262,840.45,2022-10-09,16
2287,146,-75.43,2023-12-26,17
2288,410,301.45,2023-01-17,18
2289,605,-102.23,2022-06-22,20
2290,254,931.47,2022-01-07,19
2291,360,52.36,2023-04-24,12
2292,189,837.01,2022-05-14,20
2293,511,765.09,2022-09-16,15
2294,181,798.65,2022-03-24,11
2295,307,33.39,2022-03-06,10
2296,598,977.86,2023-06-21,15
2297,429,293.0,2023-06-02,18
2298,296,157.57,2022-02-22,10
2299,218,870.5,2023-08-24,12
2300,127,820.97,2022-04-06,20
2301,322,27.54,2022-11-06,16
2302,128,-278.32,2023-08-24,20
2303,201,891.15,2022-05-05,10
2304,526,-20.43,2022-04-10,19
2305,154,-346.71,2023-07-25,13
2306,640,563.82,2023-05-19,18
2307,180,685.75,2022-02-06,15
2308,564,755.55,2023-12-14,20
2309,686,599.97,2022-11-02,17
2310,324,592.05,2023-04-26,14
2311,338,249.75,2022-06-12,19
2312,467,45.75,2023-07-06,18
2313,325,609.95,2022-03-16,16
2314,142,846.77,2023-04-07,16
2315,534,-302.05,2022-08-28,14
2316,292,131.62,2023-10-12,10
2317,188,934.57,2022-04-13,14
2318,249,-186.53,2023-03-21,12
2319,566,798.42,2022-10-07,16
2320,261,-37.41,2023-11-12,20
2321,111,15.97,2023-08-29,10
2322,607,-313.42,2023-04-29,20
2323,655,90.19,2022-05-13,15
2324,546,936.22,2022-07-03,14
2325,211,814.49,2023-11-05,16
2326,253,-449.36,2023-01-17,12
2327,495,-375.22,2022-04-06,12
2328,516,-286.47,2022-11-19,10
2329,344,723.87,2023-03-21,15
2330,494,-469.81,2023-10-03,15
2331,198,796.45,2023-01-23,15
2332,333,-102.99,2023-08-18,11
2333,349,-186.18,2023-10-08,15
2334,661,237.27,2023-07-28,14
2335,138,-6.12,2022-11-04,12
2336,218,653.67,2022-05-20,13
2337,249,499.39,2022-04-12,15
2338,520,-148.8,2022-02-07,14
